id,Exposure
498,X-11327 || id:498
50,Hip circumference || id:50
500,3-dehydrocarnitine* || id:500
501,Pyroglutamine* || id:501
505,X-03056--N-[3-(2-Oxopyrrolidin-1-yl)propyl]acetamide || id:505
509,X-11423--O-sulfo-L-tyrosine || id:509
51,Hip circumference || id:51
513,X-11440 || id:513
517,"X-11445--5-alpha-pregnan-3beta,20alpha-disulfate || id:517"
519,X-11469 || id:519
52,Hip circumference || id:52
524,X-11491 || id:524
526,HWESASXX* || id:526
528,X-11529 || id:528
53,Hip circumference || id:53
531,X-11538 || id:531
536,X-11593--O-methylascorbate* || id:536
539,ADSGEGDFXAEGGGVR* || id:539
54,Hip circumference || id:54
541,X-11787 || id:541
542,X-11792 || id:542
543,X-11793--oxidized bilirubin* || id:543
55,Hip circumference || id:55
558,1-arachidonoylglycerophosphocholine* || id:558
56,Hip circumference || id:56
560,X-11905 || id:560
568,X-12040 || id:568
57,Hip circumference || id:57
570,X-12063 || id:570
572,Gamma-glutamylphenylalanine || id:572
573,Isobutyrylcarnitine || id:573
578,Erythronate* || id:578
58,Hip circumference || id:58
580,X-12092 || id:580
581,X-12093 || id:581
584,X-12100--hydroxytryptophan* || id:584
587,X-12188 || id:587
588,X-12189 || id:588
59,Hip circumference || id:59
596,X-12244--N-acetylcarnosine || id:596
6,Coronary heart disease || id:6
60,Waist circumference || id:60
601,ADpSGEGDFXAEGGGVR* || id:601
602,1-eicosatrienoylglycerophosphocholine* || id:602
61,Waist circumference || id:61
613,X-12456 || id:613
615,Octanoylcarnitine || id:615
616,Alpha-hydroxyisovalerate || id:616
618,Decanoylcarnitine || id:618
62,Waist circumference || id:62
627,Epiandrosterone sulfate || id:627
629,X-12510--2-aminooctanoic acid || id:629
63,Waist circumference || id:63
630,X-12524 || id:630
633,X-12556 || id:633
634,1-arachidonoylglycerophosphoinositol* || id:634
636,X-12644 || id:636
638,Asparagine || id:638
64,Waist circumference || id:64
640,X-12696 || id:640
642,X-12712 || id:642
646,X-12728 || id:646
65,Waist circumference || id:65
652,Isovalerylcarnitine || id:652
656,"Bradykinin, des-arg(9) || id:656"
66,Waist circumference || id:66
661,X-12798 || id:661
665,X-12844 || id:665
667,X-12850 || id:667
67,Waist circumference || id:67
670,X-12855 || id:670
675,X-13215 || id:675
679,"N2,N2-dimethylguanosine || id:679"
68,Waist circumference || id:68
682,1-arachidonoylglycerophosphoethanolamine* || id:682
683,X-13429 || id:683
684,X-13431--nonanoylcarnitine* || id:684
685,X-13435 || id:685
69,Waist circumference || id:69
691,X-13496 || id:691
693,X-13548 || id:693
698,Hydroxyisovaleroyl carnitine || id:698
699,Glutaroyl carnitine || id:699
7,Coronary heart disease || id:7
70,Waist circumference || id:70
707,1-palmitoylglycerophosphoethanolamine || id:707
709,Tetradecanedioate || id:709
71,Waist circumference || id:71
711,Hexadecanedioate || id:711
712,Dihomo-linolenate (20:3n3 or n6) || id:712
719,X-14189--leucylalanine || id:719
72,Waist-to-hip ratio || id:72
720,X-14205--alpha-glutamyltyrosine || id:720
721,X-14208--phenylalanylserine || id:721
722,X-14304--leucylalanine || id:722
729,X-14626 || id:729
73,Waist-to-hip ratio || id:73
735,Octadecanedioate || id:735
74,Waist-to-hip ratio || id:74
742,Succinylcarnitine || id:742
746,"5alpha-androstan-3beta,17beta-diol disulfate || id:746"
747,"4-androsten-3beta,17beta-diol disulfate 1* || id:747"
748,"4-androsten-3beta,17beta-diol disulfate 2* || id:748"
75,Waist-to-hip ratio || id:75
751,Palmitoyl sphingomyelin || id:751
753,Cis-4-decenoyl carnitine || id:753
755,Years of schooling || id:755
757,Fasting glucose || id:757
758,HbA1C || id:758
76,Waist-to-hip ratio || id:76
761,Corrected insulin response || id:761
762,Corrected insulin response || id:762
769,Fasting proinsulin || id:769
77,Waist-to-hip ratio || id:77
770,HOMA-B || id:770
772,Fasting glucose || id:772
773,Fasting glucose || id:773
774,Fasting insulin || id:774
775,Fasting insulin || id:775
776,2hr glucose || id:776
777,Fasting glucose || id:777
778,Fasting insulin || id:778
779,Fasting insulin || id:779
78,Waist-to-hip ratio || id:78
780,HDL cholesterol || id:780
781,LDL cholesterol || id:781
782,Total cholesterol || id:782
783,Triglycerides || id:783
785,Body mass index || id:785
789,Urate || id:789
79,Waist-to-hip ratio || id:79
790,Urate || id:790
791,Urate || id:791
792,Urate || id:792
793,Urate || id:793
794,Urate || id:794
795,Urate || id:795
796,Urate || id:796
797,Urate || id:797
798,Myocardial infarction || id:798
8,Coronary heart disease || id:8
80,Waist-to-hip ratio || id:80
800,Bipolar disorder || id:800
801,Bipolar disorder || id:801
803,PGC cross-disorder traits || id:803
81,Waist-to-hip ratio || id:81
812,Parkinson's disease || id:812
815,Systemic lupus erythematosus || id:815
816,Neuroblastoma || id:816
82,Waist-to-hip ratio || id:82
83,Waist-to-hip ratio || id:83
831,Rheumatoid arthritis || id:831
832,Rheumatoid arthritis || id:832
833,Rheumatoid arthritis || id:833
834,Rheumatoid arthritis || id:834
835,Body mass index || id:835
836,College completion || id:836
837,Years of schooling || id:837
838,Acetoacetate || id:838
840,Alanine || id:840
841,Albumin || id:841
842,Apolipoprotein A-I || id:842
843,Apolipoprotein B || id:843
844,Ratio of bisallylic groups to double bonds || id:844
845,Ratio of bisallylic groups to total fatty acids || id:845
847,Average number of methylene groups per double bond || id:847
848,Average number of methylene groups in a fatty acid chain || id:848
849,Citrate || id:849
85,Extreme body mass index || id:85
850,Creatinine || id:850
851,Average number of double bonds in a fatty acid chain || id:851
852,"22:6, docosahexaenoic acid || id:852"
853,Free cholesterol to esterified cholesterol ratio || id:853
855,Omega-3 fatty acids || id:855
856,Omega-6 fatty acids || id:856
857,"Omega-7, omega-9 and saturated fatty acids || id:857"
858,Free cholesterol || id:858
859,Glucose || id:859
86,Extreme height || id:86
860,Glutamine || id:860
862,Glycoproteins || id:862
863,Glycoprotein acetyls || id:863
864,Total cholesterol in HDL || id:864
865,Mean diameter for HDL particles || id:865
866,Histidine || id:866
867,Total cholesterol in IDL || id:867
868,Free cholesterol in IDL || id:868
869,Total lipids in IDL || id:869
87,Extreme waist-to-hip ratio || id:87
870,Concentration of IDL particles || id:870
871,Phospholipids in IDL || id:871
872,Triglycerides in IDL || id:872
874,Total cholesterol in large HDL || id:874
875,Cholesterol esters in large HDL || id:875
876,Free cholesterol in large HDL || id:876
877,Total lipids in large HDL || id:877
878,Concentration of large HDL particles || id:878
879,Phospholipids in large HDL || id:879
880,Total cholesterol in large LDL || id:880
881,Cholesterol esters in large VLDL || id:881
882,Free cholesterol in large LDL || id:882
883,Total lipids in large LDL || id:883
884,Concentration of large LDL particles || id:884
885,Phospholipids in large LDL || id:885
886,Total cholesterol in large VLDL || id:886
887,Cholesterol esters in large VLDL || id:887
888,Free cholesterol in large VLDL || id:888
889,Total lipids in large VLDL || id:889
89,Height || id:89
890,Concentration of large VLDL particles || id:890
891,Phospholipids in large VLDL || id:891
892,Triglycerides in large VLDL || id:892
893,"18:2, linoleic acid (LA) || id:893"
894,Lactate || id:894
895,Total cholesterol in LDL || id:895
896,Mean diameter for LDL particles || id:896
897,Leucine || id:897
898,Total cholesterol in medium HDL || id:898
899,Cholesterol esters in medium HDL || id:899
9,Coronary heart disease || id:9
90,Obesity class 1 || id:90
900,Free cholesterol in medium HDL || id:900
901,Total lipids in medium HDL || id:901
902,Concentration of medium HDL particles || id:902
903,Phospholipids in medium HDL || id:903
904,Total cholesterol in medium LDL || id:904
905,Cholesterol esters in medium LDL || id:905
906,Total lipids in medium LDL || id:906
907,Concentration of medium LDL particles || id:907
908,Phospholipids in medium LDL || id:908
909,Total cholesterol in medium VLDL || id:909
91,Obesity class 2 || id:91
910,Cholesterol esters in medium VLDL || id:910
911,Free cholesterol in medium VLDL || id:911
912,Total lipids in medium VLDL || id:912
913,Concentration of medium VLDL particles || id:913
914,Phospholipids in medium VLDL || id:914
915,Triglycerides in medium VLDL || id:915
916,Mono-unsaturated fatty acids || id:916
917,Other polyunsaturated fatty acids than 18:2 || id:917
918,Phosphatidylcholine and other cholines || id:918
919,Phenylalanine || id:919
92,Obesity class 3 || id:92
921,Total lipids in small HDL || id:921
922,Concentration of small HDL particles || id:922
923,Triglycerides in small HDL || id:923
924,Total cholesterol in small LDL || id:924
925,Total lipids in small LDL || id:925
926,Concentration of small LDL particles || id:926
927,Total cholesterol in small VLDL || id:927
928,Free cholesterol in small VLDL || id:928
929,Total lipids in small VLDL || id:929
93,Overweight || id:93
930,Concentration of small VLDL particles || id:930
931,Phospholipids in small VLDL || id:931
932,Triglycerides in small VLDL || id:932
933,Serum total cholesterol || id:933
934,Serum total triglycerides || id:934
935,Sphingomyelins || id:935
936,Total fatty acids || id:936
937,Total phosphoglycerides || id:937
938,Tyrosine || id:938
94,Body mass index || id:94
940,Valine || id:940
941,Mean diameter for VLDL particles || id:941
942,Total cholesterol in very large HDL || id:942
943,Cholesterol esters in very large HDL || id:943
944,Free cholesterol in very large HDL || id:944
945,Total lipids in very large HDL || id:945
946,Concentration of very large HDL particles || id:946
947,Phospholipids in very large HDL || id:947
948,Triglycerides in very large HDL || id:948
949,Total lipids in very large VLDL || id:949
95,Body mass index || id:95
950,Concentration of very large VLDL particles || id:950
951,Phospholipids in very large VLDL || id:951
952,Triglycerides in very large VLDL || id:952
953,Total lipids in very small VLDL || id:953
954,Concentration of very small VLDL particles || id:954
955,Phospholipids in very small VLDL || id:955
956,Triglycerides in very small VLDL || id:956
957,Total lipids in chylomicrons and largest VLDL particles || id:957
958,Concentration of chylomicrons and largest VLDL particles || id:958
959,Phospholipids in chylomicrons and largest VLDL particles || id:959
96,Height || id:96
960,Triglycerides in chylomicrons and largest VLDL particles || id:960
965,Lung adenocarcinoma || id:965
966,Lung cancer || id:966
967,Squamous cell lung cancer || id:967
968,Ulcerative colitis || id:968
969,Ulcerative colitis || id:969
97,Height || id:97
970,Ulcerative colitis || id:970
973,Ulcerative colitis || id:973
974,Body mass index || id:974
975,Paget's disease || id:975
976,Type 2 diabetes || id:976
977,Forearm bone mineral density || id:977
980,Femoral neck bone mineral density || id:980
982,Lumbar spine bone mineral density || id:982
983,Hirschsprung's disease || id:983
99,Hip circumference || id:99
990,Bulimia nervosa || id:990
996,Eczema || id:996
999,Body fat || id:999
UKB-a:10,Getting up in morning || id:UKB-a:10
UKB-a:100,Non-cancer illness code  self-reported: psoriasis || id:UKB-a:100
UKB-a:101,Non-cancer illness code  self-reported: malabsorption/coeliac disease || id:UKB-a:101
UKB-a:102,Non-cancer illness code  self-reported: diverticular disease/diverticulitis || id:UKB-a:102
UKB-a:103,Non-cancer illness code  self-reported: crohns disease || id:UKB-a:103
UKB-a:104,Non-cancer illness code  self-reported: ulcerative colitis || id:UKB-a:104
UKB-a:105,Non-cancer illness code  self-reported: rheumatoid arthritis || id:UKB-a:105
UKB-a:106,Non-cancer illness code  self-reported: osteoarthritis || id:UKB-a:106
UKB-a:107,Non-cancer illness code  self-reported: gout || id:UKB-a:107
UKB-a:108,Non-cancer illness code  self-reported: high cholesterol || id:UKB-a:108
UKB-a:11,Morning/evening person (chronotype) || id:UKB-a:11
UKB-a:110,Non-cancer illness code  self-reported: varicose veins || id:UKB-a:110
UKB-a:111,Non-cancer illness code  self-reported: pneumothorax || id:UKB-a:111
UKB-a:112,Non-cancer illness code  self-reported: polio / poliomyelitis || id:UKB-a:112
UKB-a:114,Non-cancer illness code  self-reported: hypertrophic cardiomyopathy (hcm / hocm) || id:UKB-a:114
UKB-a:115,Non-cancer illness code  self-reported: vitiligo || id:UKB-a:115
UKB-a:116,Treatment/medication code: lisinopril || id:UKB-a:116
UKB-a:117,Treatment/medication code: ramipril || id:UKB-a:117
UKB-a:119,Treatment/medication code: isosorbide dinitrate || id:UKB-a:119
UKB-a:12,Nap during day || id:UKB-a:12
UKB-a:120,Treatment/medication code: tranexamic acid || id:UKB-a:120
UKB-a:121,Treatment/medication code: simvastatin || id:UKB-a:121
UKB-a:122,Treatment/medication code: ventolin 100micrograms inhaler || id:UKB-a:122
UKB-a:123,Treatment/medication code: atrovent 20micrograms inhaler || id:UKB-a:123
UKB-a:124,Treatment/medication code: becotide 50 inhaler || id:UKB-a:124
UKB-a:125,Treatment/medication code: kapake tablet || id:UKB-a:125
UKB-a:127,Treatment/medication code: lisinopril+hydrochlorothiazide 10mg/12.5mg tablet || id:UKB-a:127
UKB-a:13,Sleeplessness / insomnia || id:UKB-a:13
UKB-a:131,Treatment/medication code: atenolol || id:UKB-a:131
UKB-a:132,Treatment/medication code: aspirin || id:UKB-a:132
UKB-a:133,Treatment/medication code: logynon tablet || id:UKB-a:133
UKB-a:134,Treatment/medication code: hydroxocobalamin product || id:UKB-a:134
UKB-a:136,Treatment/medication code: ibuprofen || id:UKB-a:136
UKB-a:137,Treatment/medication code: morphine || id:UKB-a:137
UKB-a:138,Treatment/medication code: quinine || id:UKB-a:138
UKB-a:139,Treatment/medication code: gliclazide || id:UKB-a:139
UKB-a:14,Snoring || id:UKB-a:14
UKB-a:140,Treatment/medication code: carbimazole || id:UKB-a:140
UKB-a:141,Treatment/medication code: prednisolone || id:UKB-a:141
UKB-a:142,Treatment/medication code: allopurinol || id:UKB-a:142
UKB-a:144,Treatment/medication code: rhinocort 50micrograms nasal spray || id:UKB-a:144
UKB-a:147,Treatment/medication code: dothiepin || id:UKB-a:147
UKB-a:148,Treatment/medication code: bisoprolol || id:UKB-a:148
UKB-a:149,Treatment/medication code: doxazosin || id:UKB-a:149
UKB-a:15,Daytime dozing / sleeping (narcolepsy) || id:UKB-a:15
UKB-a:150,Treatment/medication code: amlodipine || id:UKB-a:150
UKB-a:151,Treatment/medication code: salbutamol || id:UKB-a:151
UKB-a:152,Treatment/medication code: eumovate cream || id:UKB-a:152
UKB-a:153,Treatment/medication code: insulin product || id:UKB-a:153
UKB-a:157,Treatment/medication code: liothyronine || id:UKB-a:157
UKB-a:158,Treatment/medication code: thyroxine product || id:UKB-a:158
UKB-a:159,Treatment/medication code: metformin || id:UKB-a:159
UKB-a:16,Current tobacco smoking || id:UKB-a:16
UKB-a:160,Treatment/medication code: warfarin || id:UKB-a:160
UKB-a:163,Treatment/medication code: flecainide || id:UKB-a:163
UKB-a:165,Treatment/medication code: nicorandil || id:UKB-a:165
UKB-a:167,Treatment/medication code: venlafaxine || id:UKB-a:167
UKB-a:17,Past tobacco smoking || id:UKB-a:17
UKB-a:173,Treatment/medication code: co-amilofruse || id:UKB-a:173
UKB-a:174,Treatment/medication code: letrozole || id:UKB-a:174
UKB-a:176,Treatment/medication code: atorvastatin || id:UKB-a:176
UKB-a:178,Treatment/medication code: salmeterol product || id:UKB-a:178
UKB-a:180,Treatment/medication code: clopidogrel || id:UKB-a:180
UKB-a:181,Treatment/medication code: indivina 1mg/2.5mg tablet || id:UKB-a:181
UKB-a:183,Treatment/medication code: seretide 50 evohaler || id:UKB-a:183
UKB-a:184,Treatment/medication code: rosiglitazone || id:UKB-a:184
UKB-a:185,Treatment/medication code: arcoxia 90mg tablet || id:UKB-a:185
UKB-a:189,Treatment/medication code: cipralex 5mg tablet || id:UKB-a:189
UKB-a:190,Treatment/medication code: levothyroxine sodium || id:UKB-a:190
UKB-a:191,Treatment/medication code: ezetimibe || id:UKB-a:191
UKB-a:192,Treatment/medication code: testogel 50mg gel 5g sachet || id:UKB-a:192
UKB-a:193,Treatment/medication code: bendroflumethiazide || id:UKB-a:193
UKB-a:194,Treatment/medication code: paracetamol || id:UKB-a:194
UKB-a:196,Fluid intelligence score || id:UKB-a:196
UKB-a:197,Prospective memory result || id:UKB-a:197
UKB-a:198,Birth weight || id:UKB-a:198
UKB-a:199,Mean time to correctly identify matches || id:UKB-a:199
UKB-a:20,Exposure to tobacco smoke outside home || id:UKB-a:20
UKB-a:200,Suffer from 'nerves' || id:UKB-a:200
UKB-a:201,Illnesses of father: Heart disease || id:UKB-a:201
UKB-a:202,Illnesses of father: None of the above (group 1) || id:UKB-a:202
UKB-a:204,Illnesses of father: Prostate cancer || id:UKB-a:204
UKB-a:205,Illnesses of father: Lung cancer || id:UKB-a:205
UKB-a:206,Illnesses of father: Chronic bronchitis/emphysema || id:UKB-a:206
UKB-a:207,Illnesses of father: High blood pressure || id:UKB-a:207
UKB-a:208,Illnesses of father: Diabetes || id:UKB-a:208
UKB-a:209,Illnesses of mother: Heart disease || id:UKB-a:209
UKB-a:21,Number of self-reported cancers || id:UKB-a:21
UKB-a:210,Illnesses of mother: Alzheimer's disease/dementia || id:UKB-a:210
UKB-a:211,Illnesses of mother: None of the above (group 1) || id:UKB-a:211
UKB-a:213,Illnesses of mother: Breast cancer || id:UKB-a:213
UKB-a:214,Illnesses of mother: Chronic bronchitis/emphysema || id:UKB-a:214
UKB-a:215,Illnesses of mother: High blood pressure || id:UKB-a:215
UKB-a:216,Illnesses of mother: Diabetes || id:UKB-a:216
UKB-a:217,Illnesses of siblings: Heart disease || id:UKB-a:217
UKB-a:218,Illnesses of siblings: None of the above (group 1) || id:UKB-a:218
UKB-a:22,Number of self-reported non-cancer illnesses || id:UKB-a:22
UKB-a:222,Illnesses of siblings: High blood pressure || id:UKB-a:222
UKB-a:223,Illnesses of siblings: Diabetes || id:UKB-a:223
UKB-a:224,Smoking status: Previous || id:UKB-a:224
UKB-a:225,Smoking status: Current || id:UKB-a:225
UKB-a:228,Home area population density - urban or rural: Scotland - Large Urban Area || id:UKB-a:228
UKB-a:23,Number of operations  self-reported || id:UKB-a:23
UKB-a:230,Neuroticism score || id:UKB-a:230
UKB-a:231,Forced expiratory volume in 1-second (FEV1)  Best measure || id:UKB-a:231
UKB-a:232,Forced vital capacity (FVC)  Best measure || id:UKB-a:232
UKB-a:234,Forced expiratory volume in 1-second (FEV1)  predicted || id:UKB-a:234
UKB-a:235,Forced expiratory volume in 1-second (FEV1)  predicted percentage || id:UKB-a:235
UKB-a:236,Ever smoked || id:UKB-a:236
UKB-a:237,Pack years of smoking PREVIEW ONLY || id:UKB-a:237
UKB-a:238,Pack years adult smoking as proportion of life span exposed to smoking PREVIEW ONLY || id:UKB-a:238
UKB-a:239,Loneliness  isolation || id:UKB-a:239
UKB-a:24,Number of treatments/medications taken || id:UKB-a:24
UKB-a:240,Guilty feelings || id:UKB-a:240
UKB-a:241,Risk taking || id:UKB-a:241
UKB-a:242,Frequency of depressed mood in last 2 weeks || id:UKB-a:242
UKB-a:243,Frequency of unenthusiasm / disinterest in last 2 weeks || id:UKB-a:243
UKB-a:244,Frequency of tenseness / restlessness in last 2 weeks || id:UKB-a:244
UKB-a:245,Frequency of tiredness / lethargy in last 2 weeks || id:UKB-a:245
UKB-a:246,Seen doctor (GP) for nerves  anxiety  tension or depression || id:UKB-a:246
UKB-a:247,Seen a psychiatrist for nerves  anxiety  tension or depression || id:UKB-a:247
UKB-a:248,Body mass index (BMI) || id:UKB-a:248
UKB-a:249,Weight || id:UKB-a:249
UKB-a:25,Alcohol intake frequency. || id:UKB-a:25
UKB-a:251,Overall health rating || id:UKB-a:251
UKB-a:252,Long-standing illness  disability or infirmity || id:UKB-a:252
UKB-a:254,Doctor diagnosed hayfever or allergic rhinitis || id:UKB-a:254
UKB-a:255,Doctor diagnosed asthma || id:UKB-a:255
UKB-a:257,Hearing difficulty/problems: Yes || id:UKB-a:257
UKB-a:259,Bring up phlegm/sputum/mucus on most days || id:UKB-a:259
UKB-a:26,Average weekly red wine intake || id:UKB-a:26
UKB-a:260,Tobacco smoking: Ex-smoker || id:UKB-a:260
UKB-a:261,Hearing difficulty/problems with background noise || id:UKB-a:261
UKB-a:262,Falls in the last year || id:UKB-a:262
UKB-a:264,Body fat percentage || id:UKB-a:264
UKB-a:265,Whole body fat mass || id:UKB-a:265
UKB-a:269,Impedance of whole body || id:UKB-a:269
UKB-a:27,Average weekly champagne plus white wine intake || id:UKB-a:27
UKB-a:270,Impedance of leg (right) || id:UKB-a:270
UKB-a:271,Impedance of leg (left) || id:UKB-a:271
UKB-a:272,Impedance of arm (right) || id:UKB-a:272
UKB-a:273,Impedance of arm (left) || id:UKB-a:273
UKB-a:274,Leg fat percentage (right) || id:UKB-a:274
UKB-a:275,Leg fat mass (right) || id:UKB-a:275
UKB-a:276,Leg fat-free mass (right) || id:UKB-a:276
UKB-a:277,Leg predicted mass (right) || id:UKB-a:277
UKB-a:278,Leg fat percentage (left) || id:UKB-a:278
UKB-a:279,Leg fat mass (left) || id:UKB-a:279
UKB-a:28,Average weekly beer plus cider intake || id:UKB-a:28
UKB-a:280,Leg fat-free mass (left) || id:UKB-a:280
UKB-a:281,Leg predicted mass (left) || id:UKB-a:281
UKB-a:282,Arm fat percentage (right) || id:UKB-a:282
UKB-a:283,Arm fat mass (right) || id:UKB-a:283
UKB-a:284,Arm fat-free mass (right) || id:UKB-a:284
UKB-a:285,Arm predicted mass (right) || id:UKB-a:285
UKB-a:286,Arm fat percentage (left) || id:UKB-a:286
UKB-a:287,Arm fat mass (left) || id:UKB-a:287
UKB-a:288,Arm fat-free mass (left) || id:UKB-a:288
UKB-a:289,Arm predicted mass (left) || id:UKB-a:289
UKB-a:290,Trunk fat percentage || id:UKB-a:290
UKB-a:291,Trunk fat mass || id:UKB-a:291
UKB-a:294,Wheeze or whistling in the chest in last year || id:UKB-a:294
UKB-a:295,Chest pain or discomfort || id:UKB-a:295
UKB-a:298,Ever had prostate specific antigen (PSA) test || id:UKB-a:298
UKB-a:299,Relative age of first facial hair || id:UKB-a:299
UKB-a:3,Pulse rate  automated reading || id:UKB-a:3
UKB-a:30,Average weekly fortified wine intake || id:UKB-a:30
UKB-a:300,Relative age voice broke || id:UKB-a:300
UKB-a:301,Hair/balding pattern: Pattern 2 || id:UKB-a:301
UKB-a:302,Hair/balding pattern: Pattern 3 || id:UKB-a:302
UKB-a:303,Hair/balding pattern: Pattern 4 || id:UKB-a:303
UKB-a:304,Number of children fathered || id:UKB-a:304
UKB-a:306,Diabetes diagnosed by doctor || id:UKB-a:306
UKB-a:307,Cancer diagnosed by doctor || id:UKB-a:307
UKB-a:308,Fractured/broken bones in last 5 years || id:UKB-a:308
UKB-a:309,Other serious medical condition/disability diagnosed by doctor || id:UKB-a:309
UKB-a:31,Alcohol usually taken with meals || id:UKB-a:31
UKB-a:310,Taking other prescription medications || id:UKB-a:310
UKB-a:313,Light smokers  at least 100 smokes in lifetime || id:UKB-a:313
UKB-a:314,Reason for reducing amount of alcohol drunk: Health precaution || id:UKB-a:314
